partition,variable,active_samples,num_events,activation_ratio,entropy,mean_run_length,max_run_length,mean_gap_between_events
val,masa_sin_aceite,0,0,0.0,0.0,0.0,0.0,
val,micro_seguridad_suprioir_elevador,0,0,0.0,0.0,0.0,0.0,
val,misma_tanda,145019,15,0.6039690142018241,0.9685814695047474,9667.933333333332,26746.0,16182.642857142857
val,motor_amasadora,0,0,0.0,0.0,0.0,0.0,
val,nivel_hi_aceite,0,0,0.0,0.0,0.0,0.0,
val,no_abre_tapa,12,1,4.997709383199367e-05,0.0007861912849640501,12.0,12.0,
val,no_abre_valvula_tapa,2715,37,0.011307317479488568,0.08934032640842449,73.37837837837837,1097.0,121.58333333333333
val,no_abre_valvula_tolva,0,0,0.0,0.0,0.0,0.0,
val,no_cierra_tapa,0,0,0.0,0.0,0.0,0.0,
val,no_cierra_valvula_tolva,23313,23,0.09709299904210571,0.4597122946634993,1013.6086956521739,12413.0,5137.636363636364
val,no_cierra_valvulatapa,9506,27,0.039590187830577654,0.24041005039337066,352.0740740740741,6217.0,410.0
val,no_descar_ingre,0,0,0.0,0.0,0.0,0.0,
val,no_frena_motor_principal,10027,6,0.04176002665445004,0.25030445517794075,1671.1666666666667,6934.0,2054.8
val,no_frena_volteador_cazo,23297,24,0.09702636291699637,0.45949788049407286,970.7083333333334,12413.0,4914.347826086957
val,no_hay_aceite_1,240110,1,1.0,0.0,240110.0,240110.0,
val,no_hay_aceite_2,240110,1,1.0,0.0,240110.0,240110.0,
val,no_hay_aire,23274,24,0.09693057348715173,0.45918953201330737,969.75,12413.0,4914.434782608696
val,no_hay_artesa,42,4,0.00017491982841197785,0.002435511518323783,10.5,16.0,61376.333333333336
val,no_hay_masas,0,0,0.0,0.0,0.0,0.0,
val,no_ingrediente,582,93,0.002423889050851693,0.024552555764743023,6.258064516129032,56.0,2600.25
val,no_vacia,4,1,1.6659031277331224e-05,0.0002884681019180098,4.0,4.0,
val,orden_dosificacion_sal,144820,69,0.6031402273957769,0.969084014643034,2098.840579710145,9167.0,3453.073529411765
val,paro_motor_amasado,51215,793,0.21329807171712964,0.747739767949956,64.58385876418663,11619.0,302.93560606060606
val,peticion_aceite,4461,773,0.018578984632043646,0.13338584874955817,5.771021992238033,16.0,310.72668393782385
val,peticion_harina,21063,328,0.0877222939486069,0.4288210856666046,64.21646341463415,345.0,675.480122324159
val,peticion_levadura,17611,773,0.07334554995627005,0.3782863496683337,22.782664941785253,36.0,310.55440414507774
val,peticion_liquido,63837,61,0.26586564491274833,0.8354693371475894,1046.5081967213114,11783.0,3458.016666666667
val,peticion_polvo,0,0,0.0,0.0,0.0,0.0,
val,peticion_sal,0,0,0.0,0.0,0.0,0.0,
val,puertas_abierta,72993,777,0.3039981675065595,0.8861234575941247,93.94208494208495,12934.0,308.97809278350513
val,rele_peticion_aceite_2,0,0,0.0,0.0,0.0,0.0,
val,rele_peticion_aceite_3,0,0,0.0,0.0,0.0,0.0,
val,rele_peticion_harina_1,24067,422,0.10023322643788264,0.46973446823565046,57.03080568720379,191.0,569.7957244655582
val,rele_peticion_harina_2,3017,25,0.012565074340927075,0.09735457339608371,120.68,325.0,217.70833333333334
val,rele_peticion_harina_3,0,0,0.0,0.0,0.0,0.0,
val,rele_peticion_salvado,10103,419,0.042076548248719335,0.2517333920556305,24.112171837708832,112.0,528.4497607655502
val,sal_descarga_1,144846,60,0.6032485110990796,0.9690185906618966,2414.1,7657.0,4002.1525423728813
val,sal_descarga_2,145148,243,0.6045062679605181,0.9682534859064376,597.3168724279835,3060.0,985.2851239669421
val,seg_sobre_volteo,0,0,0.0,0.0,0.0,0.0,
val,seguridad_artesa_en_posicion,0,0,0.0,0.0,0.0,0.0,
val,seguridad_final_carrera_superior_elevador_artesa,0,0,0.0,0.0,0.0,0.0,
val,siguiente_ingrediente,0,0,0.0,0.0,0.0,0.0,
val,siguiente_ingrediente_1,0,0,0.0,0.0,0.0,0.0,
val,siguiente_ingrediente_2,0,0,0.0,0.0,0.0,0.0,
val,silo_1_harina,69550,11,0.2896589063345966,0.8682802254013454,6322.727272727273,11547.0,21114.2
val,silo_2_harina,70178,7,0.29227437424513764,0.8716411115807743,10025.42857142857,17012.0,37759.666666666664
val,silo_3_harina,5277,1,0.021977427012619215,0.15240374104004206,5277.0,5277.0,
val,sobre_carga_bascula_2,0,0,0.0,0.0,0.0,0.0,
val,sobre_carga_bascula_l1,0,0,0.0,0.0,0.0,0.0,
val,sobre_carga_bascula_p1,0,0,0.0,0.0,0.0,0.0,
val,sobrecarga_basc,0,0,0.0,0.0,0.0,0.0,
val,subir_elevador,11804,833,0.04916080129940444,0.28282134970501593,14.17046818727491,18.0,288.3762019230769
val,tapa_no_enclava,23247,24,0.09681812502602974,0.45882736473607477,968.625,12413.0,4914.434782608696
val,temperatura_de_masa,240110,1,1.0,0.0,240110.0,240110.0,
val,temperatura_harina,0,0,0.0,0.0,0.0,0.0,
val,temperatura_tolva_harina,0,0,0.0,0.0,0.0,0.0,
val,temperatura_tolva_liquidos,238649,27,0.9939152888259548,0.05353871903495082,8838.851851851852,95893.0,8950.807692307691
val,termico_bomba_vacio,0,0,0.0,0.0,0.0,0.0,
val,termico_elevador_artesa,21000,34,0.08745991420598892,0.4279340257289329,617.6470588235294,12379.0,713.5151515151515
val,termico_motor_principal,0,0,0.0,0.0,0.0,0.0,
val,termico_sopla_1,0,0,0.0,0.0,0.0,0.0,
val,termico_volteo_1,0,0,0.0,0.0,0.0,0.0,
val,valvulas_aceite,0,0,0.0,0.0,0.0,0.0,
val,valvulas_aceite_abiertas,3880,782,0.016159260339011286,0.11929525995398013,4.961636828644501,27.0,307.202304737516
val,valvulas_polvo,0,0,0.0,0.0,0.0,0.0,
val,velocidad_variador_amasadora,240110,1,1.0,0.0,240110.0,240110.0,
val,volcar_cazo,1944,519,0.008096289200782975,0.06789031934834723,3.745664739884393,8.0,463.18146718146716
val,volcar_cazo_2,0,0,0.0,0.0,0.0,0.0,
val,arranque_cabezal,0,0,0.0,0.0,0.0,0.0,
val,arranque_rodillos,3,1,1.2494273457998417e-05,0.00022153670598587337,3.0,3.0,
val,desconectador_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
val,desconectador_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
val,engrase_manual,7,3,2.915330473532964e-05,0.000481281851529737,2.3333333333333335,3.0,4881.0
val,extraccion_dado,0,0,0.0,0.0,0.0,0.0,
val,fallo_variador_cabezal,0,0,0.0,0.0,0.0,0.0,
val,fallo_variador_rodillos,49,2,0.00020407313314730748,0.0027960414943690053,24.5,47.0,190575.0
val,golpes_min,240110,1,1.0,0.0,240110.0,240110.0,
val,inicio_trabajo,169629,3,0.7064637041356046,0.8732456068441936,56543.0,87314.0,99950.5
val,micro_barra_peso,31112,13,0.12957394527508226,0.5562685695133364,2393.230769230769,22922.0,18587.75
val,paro_emergencia,14150,1,0.0589313231435592,0.3231879825169301,14150.0,14150.0,
val,presion,131328,214,0.5469493148973387,0.9936305338325382,613.6822429906542,5668.0,1126.3755868544602
val,puerta_frontal_derecha,8617,46,0.03588771812919079,0.2231088532630383,187.32608695652175,2307.0,5115.644444444444
val,puerta_frontal_izquierda,8612,42,0.03586689434009412,0.22300998038608577,205.04761904761904,2299.0,5583.0
val,puerta_lateral_derecha,9263,35,0.03857815168047978,0.23573465185003717,264.65714285714284,1509.0,6559.705882352941
val,puerta_lateral_izquierda,83697,20,0.34857773520469787,0.9327914343599669,4184.85,53657.0,11738.421052631578
val,puerta_trasera,16951,13,0.07059680979551039,0.36814689163195824,1303.923076923077,8088.0,11551.5
val,rodillos_en_marcha,132534,220,0.5519720128274541,0.992192206037688,602.4272727272727,4786.0,1095.5159817351598
val,seleccion_auto,0,0,0.0,0.0,0.0,0.0,
val,seleccion_manual,0,0,0.0,0.0,0.0,0.0,
val,tapa_inferior,4971,18,0.02070301111990338,0.14536976200345042,276.1666666666667,1412.0,8238.176470588236
val,tapa_superior,3389,16,0.014114364249718878,0.10697498937412217,211.8125,1414.0,9336.4
val,termico_bomba_agua,0,0,0.0,0.0,0.0,0.0,
val,termico_cabezal,0,0,0.0,0.0,0.0,0.0,
val,termico_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
val,termico_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
val,termico_tamiz_salida,0,0,0.0,0.0,0.0,0.0,
val,termico_ventilador_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
val,termico_ventilador_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
val,transportador_salida,0,0,0.0,0.0,0.0,0.0,
val,and_harina,124,29,0.0005164299695972679,0.006383829499006359,4.275862068965517,13.0,7807.464285714285
val,and_polvo,0,0,0.0,0.0,0.0,0.0,
val,and_liquido,0,0,0.0,0.0,0.0,0.0,
val,and_sal,0,0,0.0,0.0,0.0,0.0,
val,and_aceite,31,10,0.00012910749239931698,0.0018542084391870686,3.1,6.0,23751.777777777777
val,and_levadura,0,0,0.0,0.0,0.0,0.0,
val,fallo_presion,108782,213,0.4530506851026613,0.9936305338325382,510.7136150234742,58171.0,1131.2783018867924
val,and_harina.1,124,29,0.0005164299695972679,0.006383829499006359,4.275862068965517,13.0,7807.464285714285
val,and_polvo.1,0,0,0.0,0.0,0.0,0.0,
val,and_liquido.1,0,0,0.0,0.0,0.0,0.0,
val,and_sal.1,0,0,0.0,0.0,0.0,0.0,
val,and_aceite.1,31,10,0.00012910749239931698,0.0018542084391870686,3.1,6.0,23751.777777777777
val,and_levadura.1,0,0,0.0,0.0,0.0,0.0,
test,aceite_descargado,0,0,0.0,0.0,0.0,0.0,
test,alm_dosificacion,288,54,0.003447986878494379,0.033170443982653876,5.333333333333333,33.0,1575.9622641509434
test,alm_tolerancia,4,3,4.7888706645755263e-05,0.0007562879307462387,1.3333333333333333,2.0,41763.0
test,arranque_ciclo,4696,432,0.056221341602116684,0.3122587335451777,10.87037037037037,86.0,193.43155452436196
test,arranque_en_automatico,12527,222,0.14997545703784404,0.6097788825371828,56.427927927927925,2432.0,376.46153846153845
test,bajar_elevador,6119,447,0.07325774899134412,0.37796498212871654,13.68903803131991,16.0,186.9103139013453
test,bascu_harina_inactiva,0,0,0.0,0.0,0.0,0.0,
test,bascu_harina_no_vacia,0,0,0.0,0.0,0.0,0.0,
test,bascu_liquido_inactiva,0,0,0.0,0.0,0.0,0.0,
test,bascu_liquido_no_vacia,0,0,0.0,0.0,0.0,0.0,
test,bascu_polvo_inactiva,0,0,0.0,0.0,0.0,0.0,
test,bascu_polvo_no_vacia,0,0,0.0,0.0,0.0,0.0,
test,bascula_harina_descarga,1931,359,0.023118273133238353,0.15860779701246874,5.378830083565459,251.0,232.39664804469274
test,bascula_inactica,0,0,0.0,0.0,0.0,0.0,
test,bascula_polvo_descarga,76876,25,0.9203730530247705,0.4008633488366904,3075.04,12902.0,3431.0
test,bascula_polvos,0,0,0.0,0.0,0.0,0.0,
test,cazo_a_vertical,1705,442,0.020412561207753182,0.14375073158517576,3.8574660633484164,8.0,189.0045351473923
test,cazo_a_vertical_2,1743,446,0.020867503920887858,0.14628401241792702,3.908071748878924,8.0,187.3056179775281
test,cazo_no_inmovil,0,0,0.0,0.0,0.0,0.0,
test,comienzo_pesadas,40,4,0.0004788870664575527,0.005971901995173182,10.0,13.0,2694.6666666666665
test,contactor_volteo,83527,1,1.0,0.0,83527.0,83527.0,
test,corte_de_masa,6124,447,0.07331760987465132,0.378184101635178,13.700223713646533,16.0,186.9103139013453
test,descarga_aceite_1,0,0,0.0,0.0,0.0,0.0,
test,descarga_aceite_2,2115,430,0.025321153638943095,0.17035531801749496,4.9186046511627906,8.0,194.69230769230768
test,detector_final_carrera_inferior_elevador_artesa,0,0,0.0,0.0,0.0,0.0,
test,dosi_en_proceso,76929,9,0.9210075783878267,0.39861893691233097,8547.666666666666,14964.0,9695.75
test,dosifica_aceite,3463,490,0.04145964777856262,0.24894505462661198,7.06734693877551,19.0,170.46625766871165
test,dosifica_aceite_3,0,0,0.0,0.0,0.0,0.0,
test,dosifica_bascula_harina,31594,429,0.37824894944149795,0.9567959163871704,73.64568764568764,166.0,194.76168224299064
test,dosifica_harinas,30188,549,0.361416069055515,0.943852358224812,54.98724954462659,146.0,152.11313868613138
test,dosifica_liquido,34761,1472,0.41616483292827466,0.9796244055962301,23.614809782608695,116.0,56.732154996600954
test,dosifica_polvo,65,17,0.000778191482993523,0.00915909643522697,3.823529411764706,4.0,4752.9375
test,dosificacion_bascula_polvo,76835,35,0.9198821937816515,0.4025941517522267,2195.285714285714,7353.0,2440.205882352941
test,dosificacion_liquido,50982,430,0.6103655105534738,0.964563266574461,118.56279069767442,1160.0,194.6876456876457
test,dosificacion_sal,0,0,0.0,0.0,0.0,0.0,
test,efectua_pesada,31579,431,0.3780693667915764,0.956667056528961,73.2691415313225,166.0,193.85581395348837
test,efectua_pesada_1,0,0,0.0,0.0,0.0,0.0,
test,efectua_pesada_2,35979,433,0.43074694410190717,0.9861171217348155,83.09237875288683,172.0,193.17824074074073
test,electrovalvula_abrir_tapa,3113,783,0.03726938594705904,0.2296291962944716,3.9757343550447,8.0,106.63427109974424
test,electrovalvula_cerrar_tapa,243,66,0.0029092389287296325,0.028701785934075446,3.6818181818181817,4.0,1230.3692307692309
test,entrada_agua_fria,6667,629,0.07981850180181259,0.4015393469750031,10.599364069952305,33.0,132.71178343949043
test,entrada_premezcla,5856,429,0.07010906652938571,0.3663305340525568,13.65034965034965,75.0,194.7710280373832
test,ev_tapa_hari_liqui,6053,436,0.07246758533168915,0.37506544626162835,13.88302752293578,157.0,191.6183908045977
test,ev_tolva_harina,0,0,0.0,0.0,0.0,0.0,
test,ev_tolva_liquido,0,0,0.0,0.0,0.0,0.0,
test,exc_masatoldivi,0,0,0.0,0.0,0.0,0.0,
test,excede_peso,0,0,0.0,0.0,0.0,0.0,
test,fallo_conline,0,0,0.0,0.0,0.0,0.0,
test,fallo_dectector_volcado_cazo,0,0,0.0,0.0,0.0,0.0,
test,fallo_detector_inmovilizador_cazo,0,0,0.0,0.0,0.0,0.0,
test,fallo_detector_tapa,0,0,0.0,0.0,0.0,0.0,
test,fallo_fin_carrera_elevador,0,0,0.0,0.0,0.0,0.0,
test,fallo_valvula_tapa,0,0,0.0,0.0,0.0,0.0,
test,fallo_variador_volteo_1,0,0,0.0,0.0,0.0,0.0,
test,fin_desc_bascu,2,1,2.3944353322877632e-05,0.00040208873227755694,2.0,2.0,
test,fin_descarga,10903,448,0.13053264213966742,0.5588971507291526,24.337053571428573,1610.0,186.48322147651007
test,fin_total_amasado,49712,3,0.5951608461934464,0.9737110275380673,16570.666666666668,26717.0,31860.0
test,final_carrera_superior_elevador_artesa,66241,441,0.7930489542303686,0.7356142106271204,150.20634920634922,426.0,189.65
test,formato_equivocado,0,0,0.0,0.0,0.0,0.0,
test,hay_ingrediente_manual,15606,433,0.18683778897841416,0.6948092895038454,36.04157043879908,1017.0,192.98611111111111
test,ingrediente_introducido,8318,55,0.09958456546984808,0.46767731230857995,151.23636363636365,329.0,764.6666666666666
test,inicio_dosificacion,4,2,4.7888706645755263e-05,0.0007562879307462387,2.0,2.0,43001.0
test,inicio_tanda,81122,3,0.9712069151292396,0.18830265133751586,27040.666666666668,35897.0,34637.0
test,leido,0,0,0.0,0.0,0.0,0.0,
test,mal_posicion_artesa,0,0,0.0,0.0,0.0,0.0,
test,marcha_variador,55718,599,0.6670657392220479,0.9178962444312913,93.01836393989983,161.0,139.55351170568562
test,masa_en_artesa,3262,444,0.03905324026961342,0.237934364286793,7.346846846846847,12.0,188.19187358916477
test,masa_sin_aceite,10,1,0.00011972176661438817,0.0017324500560870163,10.0,10.0,
test,micro_seguridad_suprioir_elevador,0,0,0.0,0.0,0.0,0.0,
test,misma_tanda,76927,9,0.9209836340345038,0.3987037762932204,8547.444444444445,14964.0,9695.75
test,motor_amasadora,0,0,0.0,0.0,0.0,0.0,
test,nivel_hi_aceite,0,0,0.0,0.0,0.0,0.0,
test,no_abre_tapa,24,4,0.0002873322398745316,0.0037949348850085385,6.0,10.0,2696.0
test,no_abre_valvula_tapa,0,0,0.0,0.0,0.0,0.0,
test,no_abre_valvula_tolva,0,0,0.0,0.0,0.0,0.0,
test,no_cierra_tapa,0,0,0.0,0.0,0.0,0.0,
test,no_cierra_valvula_tolva,0,0,0.0,0.0,0.0,0.0,
test,no_cierra_valvulatapa,0,0,0.0,0.0,0.0,0.0,
test,no_descar_ingre,0,0,0.0,0.0,0.0,0.0,
test,no_frena_motor_principal,0,0,0.0,0.0,0.0,0.0,
test,no_frena_volteador_cazo,0,0,0.0,0.0,0.0,0.0,
test,no_hay_aceite_1,83527,1,1.0,0.0,83527.0,83527.0,
test,no_hay_aceite_2,83527,1,1.0,0.0,83527.0,83527.0,
test,no_hay_aire,0,0,0.0,0.0,0.0,0.0,
test,no_hay_artesa,12,1,0.0001436661199372658,0.002041148453160451,12.0,12.0,
test,no_hay_masas,0,0,0.0,0.0,0.0,0.0,
test,no_ingrediente,275,50,0.0032923485818956745,0.031892930327550174,5.5,33.0,1648.6122448979593
test,no_vacia,0,0,0.0,0.0,0.0,0.0,
test,orden_dosificacion_sal,76866,27,0.920253331258156,0.40128593222079456,2846.8888888888887,8126.0,3186.4615384615386
test,paro_motor_amasado,11008,437,0.13178972068911848,0.5623261507104083,25.189931350114417,971.0,191.21330275229357
test,peticion_aceite,2668,428,0.03194176733271876,0.20403815343936052,6.233644859813084,18.0,195.21545667447307
test,peticion_harina,11077,168,0.13261580087875777,0.5645686345887365,65.93452380952381,145.0,426.96407185628743
test,peticion_levadura,9599,430,0.11492092377315119,0.5145828048172334,22.323255813953487,42.0,194.1958041958042
test,peticion_liquido,3712,11,0.04444071976726088,0.2622947329713506,337.45454545454544,1514.0,6337.5
test,peticion_polvo,0,0,0.0,0.0,0.0,0.0,
test,peticion_sal,0,0,0.0,0.0,0.0,0.0,
test,puertas_abierta,7088,407,0.08485878817627833,0.4190722036003379,17.415233415233416,654.0,205.3448275862069
test,rele_peticion_aceite_2,0,0,0.0,0.0,0.0,0.0,
test,rele_peticion_aceite_3,0,0,0.0,0.0,0.0,0.0,
test,rele_peticion_harina_1,14049,262,0.16819710991655393,0.6535638654907482,53.62213740458015,123.0,319.37931034482756
test,rele_peticion_harina_2,0,0,0.0,0.0,0.0,0.0,
test,rele_peticion_harina_3,4,1,4.7888706645755263e-05,0.0007562879307462387,4.0,4.0,
test,rele_peticion_salvado,4998,241,0.059836938953871203,0.32679728737205804,20.738589211618258,33.0,323.70416666666665
test,sal_descarga_1,76817,39,0.9196666946017455,0.40335252499273416,1969.6666666666667,10322.0,2110.7105263157896
test,sal_descarga_2,77063,126,0.9226118500604595,0.39290863968548645,611.6111111111111,2866.0,660.216
test,seg_sobre_volteo,0,0,0.0,0.0,0.0,0.0,
test,seguridad_artesa_en_posicion,0,0,0.0,0.0,0.0,0.0,
test,seguridad_final_carrera_superior_elevador_artesa,0,0,0.0,0.0,0.0,0.0,
test,siguiente_ingrediente,0,0,0.0,0.0,0.0,0.0,
test,siguiente_ingrediente_1,0,0,0.0,0.0,0.0,0.0,
test,siguiente_ingrediente_2,0,0,0.0,0.0,0.0,0.0,
test,silo_1_harina,34924,4,0.4181162977240892,0.9805662118252378,8731.0,10460.0,21240.0
test,silo_2_harina,42001,5,0.5028433919570917,0.9999766718479832,8400.2,14963.0,19392.25
test,silo_3_harina,0,0,0.0,0.0,0.0,0.0,
test,sobre_carga_bascula_2,0,0,0.0,0.0,0.0,0.0,
test,sobre_carga_bascula_l1,0,0,0.0,0.0,0.0,0.0,
test,sobre_carga_bascula_p1,0,0,0.0,0.0,0.0,0.0,
test,sobrecarga_basc,0,0,0.0,0.0,0.0,0.0,
test,subir_elevador,6471,448,0.07747195517617057,0.3932082176649074,14.444196428571429,16.0,186.50782997762863
test,tapa_no_enclava,0,0,0.0,0.0,0.0,0.0,
test,temperatura_de_masa,83527,1,1.0,0.0,83527.0,83527.0,
test,temperatura_harina,0,0,0.0,0.0,0.0,0.0,
test,temperatura_tolva_harina,0,0,0.0,0.0,0.0,0.0,
test,temperatura_tolva_liquidos,83099,24,0.9948759083889042,0.0463601188091302,3462.4583333333335,35446.0,2692.8260869565215
test,termico_bomba_vacio,0,0,0.0,0.0,0.0,0.0,
test,termico_elevador_artesa,0,0,0.0,0.0,0.0,0.0,
test,termico_motor_principal,0,0,0.0,0.0,0.0,0.0,
test,termico_sopla_1,0,0,0.0,0.0,0.0,0.0,
test,termico_volteo_1,0,0,0.0,0.0,0.0,0.0,
test,valvulas_aceite,0,0,0.0,0.0,0.0,0.0,
test,valvulas_aceite_abiertas,2112,430,0.025285237108958778,0.17016612546374077,4.911627906976745,8.0,194.6899766899767
test,valvulas_polvo,0,0,0.0,0.0,0.0,0.0,
test,velocidad_variador_amasadora,83527,1,1.0,0.0,83527.0,83527.0,
test,volcar_cazo,1106,293,0.01324122738755133,0.10158564260439557,3.7747440273037545,4.0,285.51027397260276
test,volcar_cazo_2,0,0,0.0,0.0,0.0,0.0,
test,arranque_cabezal,0,0,0.0,0.0,0.0,0.0,
test,arranque_rodillos,0,0,0.0,0.0,0.0,0.0,
test,desconectador_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
test,desconectador_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
test,engrase_manual,0,0,0.0,0.0,0.0,0.0,
test,extraccion_dado,0,0,0.0,0.0,0.0,0.0,
test,fallo_variador_cabezal,0,0,0.0,0.0,0.0,0.0,
test,fallo_variador_rodillos,0,0,0.0,0.0,0.0,0.0,
test,golpes_min,83527,1,1.0,0.0,83527.0,83527.0,
test,inicio_trabajo,83527,1,1.0,0.0,83527.0,83527.0,
test,micro_barra_peso,3905,7,0.046751349862918574,0.2724332551977284,557.8571428571429,1660.0,12313.166666666666
test,paro_emergencia,2,1,2.3944353322877632e-05,0.00040208873227755694,2.0,2.0,
test,presion,71838,133,0.8600572270044416,0.5840889196550398,540.1353383458646,4807.0,625.9848484848485
test,puerta_frontal_derecha,4476,21,0.053587462736600144,0.30144506880779265,213.14285714285714,1582.0,3768.8
test,puerta_frontal_izquierda,4080,25,0.04884648077867037,0.28147653519350624,163.2,903.0,3140.7916666666665
test,puerta_lateral_derecha,3941,13,0.047182348222730375,0.27430500208769515,303.15384615384613,782.0,6083.25
test,puerta_lateral_izquierda,4502,10,0.05389873932979755,0.30273315701510894,450.2,1565.0,8111.0
test,puerta_trasera,2935,5,0.035138338501322926,0.219539282183381,587.0,1759.0,15741.75
test,rodillos_en_marcha,72255,128,0.8650496246722617,0.5708599636079406,564.4921875,5738.0,650.6141732283464
test,seleccion_auto,0,0,0.0,0.0,0.0,0.0,
test,seleccion_manual,0,0,0.0,0.0,0.0,0.0,
test,tapa_inferior,2294,18,0.027464173261340645,0.1815108654076593,127.44444444444444,537.0,3783.8823529411766
test,tapa_superior,1890,12,0.022627413890119363,0.15594887809503355,157.5,505.0,5852.272727272727
test,termico_bomba_agua,0,0,0.0,0.0,0.0,0.0,
test,termico_cabezal,0,0,0.0,0.0,0.0,0.0,
test,termico_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
test,termico_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
test,termico_tamiz_salida,0,0,0.0,0.0,0.0,0.0,
test,termico_ventilador_rodillo_frontal,0,0,0.0,0.0,0.0,0.0,
test,termico_ventilador_rodillo_trasero,0,0,0.0,0.0,0.0,0.0,
test,transportador_salida,27,2,0.00032324876985884805,0.004214365321419227,13.5,17.0,30.0
test,and_harina,106,23,0.0012690507261125146,0.014040540903680761,4.608695652173913,33.0,2001.1818181818182
test,and_polvo,0,0,0.0,0.0,0.0,0.0,
test,and_liquido,0,0,0.0,0.0,0.0,0.0,
test,and_sal,0,0,0.0,0.0,0.0,0.0,
test,and_aceite,52,12,0.0006225531863948184,0.007527764435705343,4.333333333333333,8.0,6022.818181818182
test,and_levadura,0,0,0.0,0.0,0.0,0.0,
test,fallo_presion,11689,132,0.13994277299555832,0.5840889196550397,88.5530303030303,2467.0,628.0
test,and_harina.1,106,23,0.0012690507261125146,0.014040540903680761,4.608695652173913,33.0,2001.1818181818182
test,and_polvo.1,0,0,0.0,0.0,0.0,0.0,
test,and_liquido.1,0,0,0.0,0.0,0.0,0.0,
test,and_sal.1,0,0,0.0,0.0,0.0,0.0,
test,and_aceite.1,52,12,0.0006225531863948184,0.007527764435705343,4.333333333333333,8.0,6022.818181818182
test,and_levadura.1,0,0,0.0,0.0,0.0,0.0,
